# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
701740A6	WCMV	70174069	OP_EDIT	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			701740A2 701740A4	[@bp(ac3, 0x252), ac0] = [@bp(ac3, 0x1E8), ac1]	mixed	6	copy-out of OP_EDIT ('frame', 488) (total MATCH)
701740FC	WCMV	701740E9	OP_EDIT	COPY-STR-EXACT	a	EMIT			701740F5 701740F8 701740FB	[@bp(ac3, 0x2B9), sx16(M16[0x7000021C])] = [@0x7000021C, varying]	expr	4	piece 1/1 of OP_EDIT ('frame', 697)
70174107	WCMV	701740E9	OP_EDIT	ASSIGN-STR-VARYING	a	EMIT			701740FE 70174100 70174101 70174103 70174105	[@wp(ac3, 416), (sx16(M16[0x7000021C]) + 1) varying] = [@bp(ac3, 0x2B8), (sx16(M16[0x7000021C]) + 1)]	expr	5	
7017413A	WCMV	7017412A	OP_EDIT	COPY-STR-EXACT	a	EMIT			70174133 70174135 70174137 70174139	[@bp(ac3, 68), 2] = [@bp(ac3, 64), 2]	expr	4	piece 1/1 of OP_EDIT ('frame', 68)
70174615	WCMV	701745F6	OP_EDIT	COPY-LIT-EXACT	a	EMIT			70174612 70174614	[@bp(ac3, 140), 19] = [@0x70173665:0, "\x0BLast territory is "]	expr	4	piece 1/2 of OP_EDIT ('frame', 140)
70174621	WCMV	701745F6	OP_EDIT	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of OP_EDIT ('frame', 140)
7017462C	WCMV	701745F6	OP_EDIT	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			70174628 7017462A	[@bp(ac3, 0x15E), ac0] = [@bp(ac3, 140), ac1]	mixed	6	copy-out of OP_EDIT ('frame', 140) (total MATCH)
7017468E	WCMV	70174670	OP_EDIT	COPY-LIT-EXACT	a	EMIT			7017468B 7017468D	[@bp(ac3, 140), 19] = [@0x70173659:0, "\x0BLast land mass is "]	expr	4	piece 1/2 of OP_EDIT ('frame', 140)
7017469C	WCMV	70174670	OP_EDIT	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of OP_EDIT ('frame', 140)
701746A7	WCMV	70174670	OP_EDIT	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			701746A3 701746A5	[@bp(ac3, 0x15E), ac0] = [@bp(ac3, 140), ac1]	mixed	6	copy-out of OP_EDIT ('frame', 140) (total MATCH)
70174704	WCMV	701746E7	OP_EDIT	COPY-LIT-EXACT	a	EMIT			70174701 70174703	[@bp(ac3, 140), 14] = [@0x70173651:0, "\x0BLast city is "]	expr	4	piece 1/2 of OP_EDIT ('frame', 140)
70174710	WCMV	701746E7	OP_EDIT	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of OP_EDIT ('frame', 140)
7017471B	WCMV	701746E7	OP_EDIT	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			70174717 70174719	[@bp(ac3, 0x15E), ac0] = [@bp(ac3, 140), ac1]	mixed	6	copy-out of OP_EDIT ('frame', 140) (total MATCH)
701748BE	WCMV	701748A6	OP_EDIT	COPY-LIT-EXACT	a	EMIT			701748B9 701748BB 701748BD	[@bp(ac3, 140), 19] = [@0x7017361B:0, "\x0BLast castle is at "]	expr	4	piece 1/2 of OP_EDIT ('frame', 140)
701748C5	WCMV	701748A6	OP_EDIT	CONCAT-PIECE	a	EMIT			701748C0 701748C2 701748C4	[@ac2, sx16(M16[wp(ac3, 98)])] = [@wp(ac3, 98), varying]	mixed	4	piece 2/2 of OP_EDIT ('frame', 140)
701748CE	WCMV	701748A6	OP_EDIT	COPY-STR-EXACT	a	EMIT			701748C7 701748C9 701748CB 701748CD	[@bp(ac3, 0x15C), M32[wp(ac3, 32)]] = [@bp(ac3, 140), M32[wp(ac3, 32)]]	expr	4	piece 1/2 of OP_EDIT ('frame', 348); copy-out of OP_EDIT ('frame', 140) (total MATCH)
701748D4	WCMV	701748A6	OP_EDIT	CONCAT-PIECE	a	EMIT			701748CF 701748D1 701748D3	[@ac2, 3] = [@0x701736FB:0, " - "]	mixed	4	piece 2/2 of OP_EDIT ('frame', 348)
701748DD	WCMV	701748A6	OP_EDIT	COPY-STR-EXACT	a	EMIT			701748D6 701748D8 701748DA 701748DC	[@bp(ac3, 0x1E8), M32[wp(ac3, 36)]] = [@bp(ac3, 0x15C), M32[wp(ac3, 36)]]	expr	4	piece 1/2 of OP_EDIT ('frame', 488)
701748E4	WCMV	701748A6	OP_EDIT	CONCAT-PIECE	a	EMIT			701748DF 701748E1 701748E3	[@ac2, sx16(M16[wp(ac3, 116)])] = [@wp(ac3, 116), varying]	mixed	4	piece 2/2 of OP_EDIT ('frame', 488)
701748ED	WCMV	701748A6	OP_EDIT	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of OP_EDIT ('frame', 592); copy-out of OP_EDIT ('frame', 488) (total MATCH)
701748F3	WCMV	701748A6	OP_EDIT	CONCAT-PIECE	a	EMIT			701748EE 701748F0 701748F2	[@ac2, 3] = [@0x70173619:0, "   "]	mixed	4	piece 2/2 of OP_EDIT ('frame', 592)
70174903	WCMV	701748A6	OP_EDIT	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of OP_EDIT ('frame', 696); copy-out of OP_EDIT ('frame', 592) (total MATCH)
7017490F	WCMV	701748A6	OP_EDIT	CONCAT-PIECE	a	EMIT			7017490A 7017490C 7017490E	[@ac2, sx16(M16[((sx16(M16[(M32[0x70000212] + 0xDE890)]) * 23) + M32[0x70000214] - 17)])] = [@((sx16(M16[(M32[0x70000212] + 0xDE890)]) * 23) + M32[0x70000214] - 17), varying]	mixed	4	piece 2/2 of OP_EDIT ('frame', 696)
7017491A	WCMV	701748A6	OP_EDIT	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			70174916 70174918	[@bp(ac3, 0x342), ac0] = [@bp(ac3, 0x2B8), ac1]	mixed	6	copy-out of OP_EDIT ('frame', 696) (total MATCH)
7017597B	WCMV	70175972	OP_EDIT	ASSIGN-STR-VARYING-PAD	p	EMIT			70175974 70175976 70175978	[@bp(M32[wp(ac3, -14)], 2), ac0] = [@0x7000021C, varying]	mixed	5	
70175BB2	WCMV	70175BA9	OP_HELP	COPY-LIT-EXACT	a	EMIT			70175BAB 70175BAD 70175BAF 70175BB1	[@bp(ac3, 4), 102] = [@0x70175AFB:0, "\x0C\x14Operator Help\x15\x0A\x0AB - make building      C - make castle/citadel\x0Af - make forest        h - make hold\x0A"]	expr	4	piece 1/2 of OP_HELP ('frame', 4)
70175BB8	WCMV	70175BA9	OP_HELP	CONCAT-PIECE	a	EMIT			70175BB3 70175BB5 70175BB7	[@ac2, 120] = [@0x70175ABF:0, "I,i - set increment    K - kill player\x0AL - list               M - make mountain\x0Am - make hill          P - list players\x0A"]	mixed	4	piece 2/2 of OP_HELP ('frame', 4)
70175BC1	WCMV	70175BA9	OP_HELP	COPY-STR-EXACT	a	EMIT			70175BBA 70175BBC 70175BBE 70175BC0	[@bp(ac3, 228), 222] = [@bp(ac3, 4), 222]	expr	4	piece 1/2 of OP_HELP ('frame', 228)
70175BC7	WCMV	70175BA9	OP_HELP	CONCAT-PIECE	a	EMIT			70175BC2 70175BC4 70175BC6	[@ac2, 125] = [@0x70175A7F:0, "S - make store         T - make tower/temple\x0At - make D.L. staff    W - make deep water\x0Aw - make shallow water x - make road\x0A"]	mixed	4	piece 2/2 of OP_HELP ('frame', 228)
70175BD0	WCMV	70175BA9	OP_HELP	COPY-STR-EXACT	a	EMIT			70175BC9 70175BCB 70175BCD 70175BCF	[@bp(ac3, 0x240), 0x15B] = [@bp(ac3, 228), 0x15B]	expr	4	piece 1/2 of OP_HELP ('frame', 576); copy-out of OP_HELP ('frame', 228) (total MATCH)
70175BD6	WCMV	70175BA9	OP_HELP	CONCAT-PIECE	a	EMIT			70175BD1 70175BD3 70175BD5	[@ac2, 127] = [@0x70175A3F:0, "! - make cliffs        @ - define city center\x0A# - edit list          % - make boat\x0A& - define land mass   * - define territory\x0A"]	mixed	4	piece 2/2 of OP_HELP ('frame', 576)
70175BDF	WCMV	70175BA9	OP_HELP	COPY-STR-EXACT	a	EMIT			70175BD8 70175BDA 70175BDC 70175BDE	[@bp(ac3, 0x41C), 0x1DA] = [@bp(ac3, 0x240), 0x1DA]	expr	4	piece 1/2 of OP_HELP ('frame', 1052)
70175BE5	WCMV	70175BA9	OP_HELP	CONCAT-PIECE	a	EMIT			70175BE0 70175BE2 70175BE4	[@ac2, 122] = [@0x70175A01:0, "( - make cave          = - create map\x0A+ - make ford          ` - display next being\x0A[ - make transporter   \x22 - make swamp\x0A"]	mixed	4	piece 2/2 of OP_HELP ('frame', 1052)
70175BEE	WCMV	70175BA9	OP_HELP	COPY-STR-EXACT	a	EMIT			70175BE7 70175BE9 70175BEB 70175BED	[@bp(ac3, 0x670), 0x254] = [@bp(ac3, 0x41C), 0x254]	expr	4	piece 1/2 of OP_HELP ('frame', 1648)
70175BF4	WCMV	70175BA9	OP_HELP	CONCAT-PIECE	a	EMIT			70175BEF 70175BF1 70175BF3	[@ac2, 46] = [@0x701759E9:0, "< - define top left    > - define bottom right"]	mixed	4	piece 2/2 of OP_HELP ('frame', 1648)
70175BFD	WCMV	70175BA9	OP_HELP	COPY-STR-EXACT	a	EMIT			70175BF6 70175BF8 70175BFA 70175BFC	[@bp(ac3, 0x8F4), 0x282] = [@bp(ac3, 0x670), 0x282]	expr	4	piece 1/2 of OP_HELP ('frame', 2292)
70175C03	WCMV	70175BA9	OP_HELP	CONCAT-PIECE	a	EMIT			70175BFE 70175C00 70175C02	[@ac2, 49] = [@0x701759CF:0, "\x0A. - territory map      ? - display coordinates\x0A\x0A"]	mixed	4	piece 2/2 of OP_HELP ('frame', 2292)
70176B1C	WCMV	70176B10	REFRESH_SCREEN	COPY-LIT-EXACT	a	EMIT			70176B16 70176B18 70176B1B	[@bp(ac3, 13), 22] = [@0x7015155A:0, "                      "]	expr	4	piece 1/1 of REFRESH_SCREEN ('frame', 13)
70176B25	WCMV	70176B10	REFRESH_SCREEN	COPY-STR-EXACT	a	EMIT			70176B1E 70176B20 70176B22 70176B24	[@bp(ac3, 44), 23] = [@bp(ac3, 12), 23]	expr	4	piece 1/1 of REFRESH_SCREEN ('frame', 44)
70176C8B	WCMV	70176C5C	REPORT	COPY-STR-EXACT	a	EMIT			70176C86 70176C88 70176C8A	[@bp(ac3, 53), sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)])] = [@((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281), varying]	expr	4	piece 1/1 of REPORT ('frame', 53)
70176C94	WCMV	70176C5C	REPORT	COPY-STR-EXACT	a	EMIT			70176C8D 70176C8F 70176C91 70176C93	[@bp(ac3, 88), (sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 1)] = [@bp(ac3, 52), (sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 1)]	expr	4	piece 1/2 of REPORT ('frame', 88)
70176C9A	WCMV	70176C5C	REPORT	CONCAT-PIECE	a	EMIT			70176C95 70176C97 70176C99	[@ac2, 19] = [@0x70176B85:0, " is under seige by "]	mixed	4	piece 2/2 of REPORT ('frame', 88)
70176CAA	WCMV	70176C5C	REPORT	COPY-STR-EXACT	a	EMIT			70176CA3 70176CA5 70176CA7 70176CA9	[@bp(ac3, 140), (sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 20)] = [@bp(ac3, 88), (sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 20)]	expr	4	piece 1/2 of REPORT ('frame', 140)
70176CB6	WCMV	70176C5C	REPORT	CONCAT-PIECE	a	EMIT			70176CB1 70176CB3 70176CB5	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271)])] = [@((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271), varying]	mixed	4	piece 2/2 of REPORT ('frame', 140)
70176CBF	WCMV	70176C5C	REPORT	COPY-STR-EXACT	a	EMIT			70176CB8 70176CBA 70176CBC 70176CBE	[@bp(ac3, 224), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 20)] = [@bp(ac3, 140), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 20)]	expr	4	piece 1/1 of REPORT ('frame', 224); copy-out of REPORT ('frame', 140) (total MATCH)
70176CCD	WCMV	70176C5C	REPORT	ASSIGN-STR-VARYING	a	EMIT			70176CC4 70176CC6 70176CC7 70176CC9 70176CCB	[@wp(ac3, 154), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 21) varying] = [@bp(ac3, 224), (sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 0x38281)]) + 21)]	expr	5	copy-out of REPORT ('frame', 224) (total MATCH)
70176D3D	WCMV	70176D0E	REPORT	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of REPORT ('frame', 53)
70176D46	WCMV	70176D0E	REPORT	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of REPORT ('frame', 140)
70176D4C	WCMV	70176D0E	REPORT	CONCAT-PIECE	a	EMIT			70176D47 70176D49 70176D4B	[@ac2, 29] = [@0x70176B75:0, " is no longer under seige by "]	mixed	4	piece 2/2 of REPORT ('frame', 140)
70176D5C	WCMV	70176D0E	REPORT	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of REPORT ('frame', 396)
70176D68	WCMV	70176D0E	REPORT	CONCAT-PIECE	a	EMIT			70176D63 70176D65 70176D67	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271)])] = [@((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] - 0x271), varying]	mixed	4	piece 2/2 of REPORT ('frame', 396)
70176D71	WCMV	70176D0E	REPORT	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of REPORT ('frame', 488); copy-out of REPORT ('frame', 396) (total MATCH)
70176D7F	WCMV	70176D0E	REPORT	ASSIGN-STR-VARYING	a	EMIT			70176D7B 70176D7D	[@bp(ac3, 0x24A), ac0] = [@bp(ac3, 0x1E8), ac1]	mixed	5	copy-out of REPORT ('frame', 488) (total MATCH)
70176DF3	WCMV	70176DE2	REPORT	COPY-LIT-EXACT	a	EMIT			70176DEE 70176DF0 70176DF2	[@bp(ac3, 52), 5] = [@0x70176B71:0, "\x0BThe "]	expr	4	piece 1/2 of REPORT ('frame', 52)
70176DFE	WCMV	70176DE2	REPORT	CONCAT-PIECE	a	EMIT			70176DF5 70176DF7 70176DFA 70176DFD	[@ac2, sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)])] = [@bp((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11), -0x1FD4DCB6), sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)])]	mixed	4	piece 2/2 of REPORT ('frame', 52)
70176E07	WCMV	70176DE2	REPORT	COPY-STR-EXACT	a	EMIT			70176E00 70176E02 70176E04 70176E06	[@bp(ac3, 224), M32[wp(ac3, 14)]] = [@bp(ac3, 52), M32[wp(ac3, 14)]]	expr	4	piece 1/1 of REPORT ('frame', 224); copy-out of REPORT ('frame', 52) (total MATCH)
70176E1A	WCMV	70176DE2	REPORT	COPY-STR-EXACT	a	EMIT			70176E13 70176E15 70176E17 70176E19	[@bp(ac3, 0x134), M32[wp(ac3, 16)]] = [@bp(ac3, 224), M32[wp(ac3, 16)]]	expr	4	piece 1/2 of REPORT ('frame', 308)
70176E26	WCMV	70176DE2	REPORT	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 2/2 of REPORT ('frame', 308)
70176E2F	WCMV	70176DE2	REPORT	COPY-STR-EXACT	a	EMIT			70176E28 70176E2A 70176E2C 70176E2E	[@bp(ac3, 224), M32[wp(ac3, 18)]] = [@bp(ac3, 0x134), M32[wp(ac3, 18)]]	expr	4	piece 1/2 of REPORT ('frame', 224); copy-out of REPORT ('frame', 308) (total MATCH)
70176E35	WCMV	70176DE2	REPORT	CONCAT-PIECE	a	EMIT			70176E30 70176E32 70176E34	[@ac2, 10] = [@0x70176B6B:0, " has done "]	mixed	4	piece 2/2 of REPORT ('frame', 224)
70176E3E	WCMV	70176DE2	REPORT	COPY-STR-EXACT	a	EMIT			70176E37 70176E39 70176E3B 70176E3D	[@bp(ac3, 0x2A8), M32[wp(ac3, 20)]] = [@bp(ac3, 224), M32[wp(ac3, 20)]]	expr	4	piece 1/2 of REPORT ('frame', 680)
70176E45	WCMV	70176DE2	REPORT	CONCAT-PIECE	a	EMIT			70176E40 70176E42 70176E44	[@ac2, sx16(M16[wp(ac3, 44)])] = [@wp(ac3, 44), varying]	mixed	4	piece 2/2 of REPORT ('frame', 680)
70176E4E	WCMV	70176DE2	REPORT	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of REPORT ('frame', 780); copy-out of REPORT ('frame', 680) (total MATCH)
70176E54	WCMV	70176DE2	REPORT	CONCAT-PIECE	a	EMIT			70176E4F 70176E51 70176E53	[@ac2, 25] = [@0x70176B5D:0, " strength points damage.\x0A"]	mixed	4	piece 2/2 of REPORT ('frame', 780)
70176E5F	WCMV	70176DE2	REPORT	ASSIGN-STR-VARYING	a	EMIT			70176E5B 70176E5D	[@bp(ac3, 0x38E), ac0] = [@bp(ac3, 0x30C), ac1]	mixed	5	copy-out of REPORT ('frame', 780) (total MATCH)
70176EEF	WCMV	70176ECD	REPORT	COPY-LIT-EXACT	d	EMIT			70176EEC 70176EEE	[@bp(ac3, 52), 4] = [@0x70176B5B:0, "The "]	expr	4	piece 1/2 of REPORT ('frame', 52)
70176EFA	WCMV	70176ECD	REPORT	CONCAT-PIECE	d	EMIT			70176EF1 70176EF3 70176EF6 70176EF9	[@ac2, sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)])] = [@bp((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11), -0x1FD4DCB6), sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)])]	mixed	4	piece 2/2 of REPORT ('frame', 52)
70176F03	WCMV	70176ECD	REPORT	COPY-STR-EXACT	d	EMIT			70176EFC 70176EFE 70176F00 70176F02	[@bp(ac3, 88), (sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 4)] = [@bp(ac3, 52), (sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 4)]	expr	4	piece 1/1 of REPORT ('frame', 88); copy-out of REPORT ('frame', 52) (total MATCH)
70176F16	WCMV	70176ECD	REPORT	COPY-STR-EXACT	d	EMIT			70176F0F 70176F11 70176F13 70176F15	[@bp(ac3, 140), (sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 5)] = [@bp(ac3, 88), (sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 5)]	expr	4	piece 1/2 of REPORT ('frame', 140)
70176F22	WCMV	70176ECD	REPORT	CONCAT-PIECE	d	EMIT			70176F1D 70176F1F 70176F21	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 5)]) * 686) + M32[0x70000210] - 0x271)])] = [@((sx16(M16[wp(ac3, 5)]) * 686) + M32[0x70000210] - 0x271), varying]	mixed	4	piece 2/2 of REPORT ('frame', 140)
70176F2B	WCMV	70176ECD	REPORT	COPY-STR-EXACT	d	EMIT			70176F24 70176F26 70176F28 70176F2A	[@bp(ac3, 224), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 5)] = [@bp(ac3, 140), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 5)]	expr	4	piece 1/2 of REPORT ('frame', 224); copy-out of REPORT ('frame', 140) (total MATCH)
70176F31	WCMV	70176ECD	REPORT	CONCAT-PIECE	d	EMIT			70176F2C 70176F2E 70176F30	[@ac2, 24] = [@0x70176B4F:0, " has done away with you!"]	mixed	4	piece 2/2 of REPORT ('frame', 224)
70176F3C	WCMV	70176ECD	REPORT	ASSIGN-STR-VARYING	d	EMIT			70176F33 70176F35 70176F36 70176F38 70176F3A	[@wp(ac3, 70), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 29) varying] = [@bp(ac3, 224), (sx16(M16[((sx16(M16[wp(ac3, 5)]) * 686) + M32[0x70000210] - 0x271)]) + sx16(M16[((sx16(M16[((sx16(M16[wp(ac3, 2)]) * 686) + M32[0x70000210] + 42)]) * 11) - 0xFEA6E5C)]) + 29)]	expr	5	copy-out of REPORT ('frame', 224) (total MATCH)
701772FB	WCMV	701772EC	SEIGE	COPY-STR-EXACT	?	EMIT			701772F4 701772F5 701772F7 701772F9	[@bp(ac3, 16), (sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 17)]) + 2)] = [@bp(((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214]), -34), (sx16(M16[((sx16(M16[wp(ac3, 3)]) * 23) + M32[0x70000214] - 17)]) + 2)]	expr	4	piece 1/1 of SEIGE ('frame', 16)
70177374	WCMV	70177364	SEIGE	COPY-LIT-EXACT	a	EMIT			70177371 70177373	[@bp(ac3, 136), 32] = [@0x7017712D:0, "\x0BYou have returned the princess "]	expr	4	piece 1/2 of SEIGE ('frame', 136)
7017737F	WCMV	70177364	SEIGE	CONCAT-PIECE+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of SEIGE ('frame', 136)
70177388	WCMV	70177364	SEIGE	COPY-STR-EXACT+CALLRESULT	a	EMIT			70177381 70177383 70177385 70177387	[@bp(ac3, 204), M32[wp(ac3, 30)]] = [@bp(ac3, 136), M32[wp(ac3, 30)]]	expr	6	piece 1/2 of SEIGE ('frame', 204); copy-out of SEIGE ('frame', 136) (total MATCH)
7017738E	WCMV	70177364	SEIGE	CONCAT-PIECE	a	EMIT			70177389 7017738B 7017738D	[@ac2, 59] = [@0x7017710F:0, "\x0A\x0Bto her home castle!! Your services have been rewarded by "]	mixed	4	piece 2/2 of SEIGE ('frame', 204)
70177397	WCMV	70177364	SEIGE	COPY-STR-EXACT+CALLRESULT	a	EMIT			70177390 70177392 70177394 70177396	[@bp(ac3, 0x148), M32[wp(ac3, 34)]] = [@bp(ac3, 204), M32[wp(ac3, 34)]]	expr	6	piece 1/2 of SEIGE ('frame', 328); copy-out of SEIGE ('frame', 204) (total MATCH)
7017739E	WCMV	70177364	SEIGE	CONCAT-PIECE	a	EMIT			70177399 7017739B 7017739D	[@ac2, sx16(M16[wp(ac3, 50)])] = [@wp(ac3, 50), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 328)
701773A7	WCMV	70177364	SEIGE	COPY-STR-EXACT+CALLRESULT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of SEIGE ('frame', 484)
701773AD	WCMV	70177364	SEIGE	CONCAT-PIECE	a	EMIT			701773A8 701773AA 701773AC	[@ac2, 12] = [@0x70177109:0, " in wealth.\x0A"]	mixed	4	piece 2/2 of SEIGE ('frame', 484)
701773B8	WCMV	70177364	SEIGE	ASSIGN-STR-VARYING+CALLRESULT	a	EMIT			701773B4 701773B6	[@bp(ac3, 0x28E), ac0] = [@bp(ac3, 0x1E4), ac1]	mixed	6	copy-out of SEIGE ('frame', 484) (total MATCH)
7017759C	WCMV	7017758F	SEIGE	COPY-LIT-EXACT	a	EMIT			70177597 70177599 7017759B	[@bp(ac3, 136), 23] = [@0x701770ED:0, "\x0BYou are now inside of "]	expr	4	piece 1/2 of SEIGE ('frame', 136)
701775A3	WCMV	7017758F	SEIGE	CONCAT-PIECE	a	EMIT			7017759E 701775A0 701775A2	[@ac2, sx16(M16[wp(ac3, 8)])] = [@wp(ac3, 8), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 136)
701775AE	WCMV	7017758F	SEIGE	ASSIGN-STR-VARYING	a	EMIT			701775A5 701775A7 701775A8 701775AA 701775AC	[@wp(ac3, 102), (sx16(M16[wp(ac3, 8)]) + 23) varying] = [@bp(ac3, 136), (sx16(M16[wp(ac3, 8)]) + 23)]	expr	5	copy-out of SEIGE ('frame', 136) (total MATCH)
70177734	WCMV	7017771A	SEIGE	COPY-LIT-EXACT	a	EMIT			7017772F 70177731 70177733	[@bp(ac3, 136), 12] = [@0x701770E7:0, "\x0BYou detect "]	expr	4	piece 1/2 of SEIGE ('frame', 136)
7017773B	WCMV	7017771A	SEIGE	CONCAT-PIECE	a	EMIT			70177736 70177738 7017773A	[@ac2, sx16(M16[wp(ac3, 50)])] = [@wp(ac3, 50), varying]	mixed	4	piece 2/2 of SEIGE ('frame', 136)
